date,time,subject
2008-10-19,14:00:57,RandomForest and J48
2008-10-19,21:33:48,A problem in re-running BayesNet after modifying the 	structure in editor
2008-10-19,14:20:02,RandomForest and J48
2008-10-19,09:10:04,AIPR-09 call for papers
2008-10-20,09:06:39,RandomForest and J48
2008-10-19,14:37:56,batch filtering clear testdata
2008-10-19,18:13:03,RandomForest and J48
2008-10-20,21:11:06,No training instances without a missing class!
2008-10-20,21:14:27,A problem in re-running BayesNet after modifying the 	structure in editor
2008-10-20,10:51:22,Help -> Rules of Association!!!
2008-10-20,12:10:58,ROC and Lift curves with LibSVM
2008-10-20,12:55:55,ROC and Lift curves with LibSVM
2008-10-21,08:38:10,batch filtering clear testdata
2008-10-20,22:56:03,AW: batch filtering clear testdata
2008-10-21,06:20:47,Filtering
2008-10-21,15:47:14,"Can I judge whether a bayes network model is good with 	""correctly classified instances""?"
2008-10-21,00:26:53,A problem in re-running BayesNet after modifying the 	structure in editor
2008-10-21,11:11:12,Classification precision
2008-10-21,15:03:01,Classification precision
2008-10-21,14:11:56,Classification precision
2008-10-21,22:40:35,questions about calling cluster algorithm in my own java
2008-10-22,07:51:02,questions about calling cluster algorithm in my own 	java
2008-10-22,07:53:33,"Can I judge whether a bayes network model is good with 	""correctly classified instances""?"
2008-10-22,08:49:33,Filtering
2008-10-22,12:20:16,Non-biased training sets for feature selection
2008-10-22,13:12:01,Re: Non-biased training sets for feature selection
2008-10-22,14:38:52,Using vertical data format to improve performance
2008-10-22,13:31:05,over-fitting problem
2008-10-22,10:29:13,over-fitting problem
2008-10-22,16:24:51,Very large multi-label text classification
2008-10-23,09:24:23,Re: Non-biased training sets for feature selection
2008-10-22,16:49:29,SMO  hyperplane for more than one class
2008-10-22,16:20:52,Re: Non-biased training sets for feature selection
2008-10-23,10:46:28,Re: Non-biased training sets for feature selection
2008-10-22,17:00:03,Correlation Based Feature Selection
2008-10-22,21:41:55,Re: SMO  hyperplane for more than one class
2008-10-22,22:55:17,a package for using JBoost in Weka
2008-10-23,09:19:07,Evaluating Numeric Prediction
2008-10-23,20:24:44,Evaluating Numeric Prediction
2008-10-23,11:40:33,Very large multi-label text classification
2008-10-23,11:57:12,New Weka 3.4.13 and 3.5.8 releases
2008-10-23,10:46:00,Very large multi-label text classification
2008-10-24,07:29:53,New Weka 3.4.13 and 3.5.8 releases
2008-10-24,10:53:12,Correlation Based Feature Selection
2008-10-23,21:33:34,Re: Evaluating Numeric Prediction
2008-10-24,08:53:25,Re: Evaluating Numeric Prediction
2008-10-23,20:18:42,convert excel to arff
2008-10-24,16:57:56,convert excel to arff
2008-10-24,09:38:06,Hello regarding adding instance for clustering
2008-10-23,23:09:46,Correlation Based Feature Selection
2008-10-24,05:14:27,Prediction - value based
2008-10-24,12:14:49,Re: Non-biased training sets for feature selection
2008-10-24,12:30:52,building combined jar
2008-10-24,11:46:51,Evaluator class modification
2008-10-24,17:49:38,New Weka 3.4.13 and 3.5.8 releases
2008-10-24,15:41:02,Apriori associator results question
2008-10-25,10:30:08,building combined jar
2008-10-24,17:44:58,Explorer DB Drivers
2008-10-25,15:48:32,New Weka 3.4.13 and 3.5.8 releases
2008-10-25,15:55:51,Explorer DB Drivers
2008-10-25,01:17:48,Explorer DB Drivers
2008-10-25,10:55:28,Very large multi-label text classification
2008-10-25,16:56:30,Predicting values
2008-10-26,11:03:53,Predicting values
2008-10-26,11:08:41,Evaluator class modification
2008-10-26,11:11:08,Apriori associator results question
2008-10-26,11:12:59,Prediction - value based
2008-10-26,11:17:08,Hello regarding adding instance for clustering
2008-10-26,08:50:07,Hello Weka Experimenter
2008-10-26,16:47:00,Hello Weka Experimenter
2008-10-26,01:09:36,"J48 and GA connect to oracle,how to?"
2008-10-26,21:23:54,"J48 and GA connect to oracle,how to?"
2008-10-26,08:16:20,Prediction - value based
2008-10-26,07:37:54,How to retrieve or save rule from tree??
2008-10-26,07:38:22,How to retrieve or save rule from tree??
2008-10-27,09:22:08,Prediction - value based
2008-10-26,16:40:10,Where can I get info to plot.
2008-10-27,14:03:14,Where can I get info to plot.
2008-10-26,21:32:48,Where can I get info to plot.
2008-10-27,17:05:17,How to retrieve or save rule from tree??
2008-10-27,19:16:46,Question of using RandomTree
2008-10-28,07:35:19,Question of using RandomTree
2008-10-27,14:43:23,Covariance Matrix
2008-10-28,08:58:49,Covariance Matrix
2008-10-28,14:06:58,New Weka 3.4.13 and 3.5.8 releases
2008-10-28,09:43:36,Hello adding Instance number when we do clustering
2008-10-28,19:20:24,Hello adding Instance number when we do clustering
2008-10-28,13:43:13,error
2008-10-28,20:03:10,Doubt with Naive Bayes
2008-10-29,09:23:34,Doubt with Naive Bayes
2008-10-28,20:33:43,RES: Doubt with Naive Bayes
2008-10-28,22:22:15,decision tree
2008-10-29,11:24:17,error
2008-10-28,22:20:55,Very large multi-label text classification
2008-10-29,10:30:48,decision tree
2008-10-29,16:35:48,Re: Question of using RandomTree (Peter Reutemann)
2008-10-29,11:37:03,PrincipalComponents.
2008-10-29,11:52:04,decision tree
2008-10-29,14:08:15,decision tree
2008-10-29,14:55:19,decision tree
2008-10-29,14:18:18,A Priori and parametrization.
2008-10-29,16:39:03,decision tree
2008-10-29,17:49:19,decision tree
2008-10-30,09:26:59,A Priori and parametrization.
2008-10-30,09:27:50,PrincipalComponents.
2008-10-29,20:26:59,Fwd: Question
2008-10-30,14:47:55,Fwd: Question
2008-10-29,21:44:57,Fwd: Question
2008-10-30,15:46:57,Fwd: Question
2008-10-29,21:51:05,Fwd: Question
2008-10-30,16:04:15,Fwd: Question
2008-10-30,09:55:13,decision tree
2008-10-30,10:43:26,decision tree
2008-10-30,02:28:54,How to retrieve or save rule from tree?? Dear peter
2008-10-30,22:45:04,How to retrieve or save rule from tree?? Dear peter
2008-10-30,11:25:42,EM penalization??
2008-10-30,14:37:59,decision tree
2008-10-30,16:33:23,decision tree
2008-10-30,14:03:21,Using Chi Square to Rank
2008-10-30,11:11:54,How to represent a weight graph using arff
2008-10-31,08:57:10,EM penalization??
2008-10-31,09:15:28,Using Chi Square to Rank
2008-10-31,01:57:57,Using Chi Square to Rank
2008-10-30,19:53:31,Fwd: Question
2008-10-31,14:02:03,Fwd: Question
2008-10-30,20:10:09,Fwd: Question
2008-10-31,14:22:25,Fwd: Question
2008-10-30,20:29:21,Fwd: Question
2008-10-31,14:37:08,Fwd: Question
2008-10-30,20:40:32,Fwd: Question
2008-10-30,20:48:43,Fwd: Question
2008-10-31,15:04:19,Fwd: Question
2008-10-30,21:08:13,Fwd: Question
2008-10-31,15:14:01,Fwd: Question
2008-10-31,10:04:42,EM penalization??
2008-10-31,09:12:41,New Weka 3.4.13 and 3.5.8 releases
2006-02-28,12:00:51,large volumes of data
2006-02-28,12:25:17,Using weka with 2D data sets
2006-02-28,13:40:43,Re: Selecting the seed in K-Means 
2006-02-28,14:55:47,Export classifier results
2006-02-28,16:41:28,memorie cost
2006-02-28,17:24:15,Using weka with 2D data sets
2006-03-01,07:02:49,Export classifier results
2006-02-28,19:53:24,Tree hierarchy examples
2006-02-28,18:10:04,Is WEKA appropriate for data mining texts?
2006-02-28,19:27:50,SimpleKMeans and string attributes problem.
2006-03-01,00:22:17,SOM plug-ins
2006-02-28,21:58:39,turning J48 and logistic regression output into code
2006-03-01,17:20:42,merging arff file
2006-03-01,10:47:49,Fwd: large volumes of data
2006-03-02,15:07:14,Export classifier results
2006-03-02,15:11:48,merging arff file
2006-03-02,15:25:48,memorie cost
2006-03-02,15:43:43,large volumes of data
2006-03-02,15:44:37,Fwd: large volumes of data
2006-03-02,15:46:35,SOM plug-ins
2006-03-02,15:50:53,SimpleKMeans and string attributes problem.
2006-03-02,16:01:20,supplied test set vs percentage split
2006-03-02,09:53:30,How to find area under ROC curves with some confidence 	intervals
2006-03-02,12:21:24,incremental classifiers
2006-03-02,13:38:03,SOM plug-ins
2006-03-02,14:42:24,overfitting and discretization
2006-03-02,10:31:25,CVParameterSelection
2006-03-03,08:30:17,SOM plug-ins
2006-03-03,08:43:01,incremental classifiers
2006-03-02,19:23:20,overfitting and discretization
2006-03-03,13:20:19,overfitting and discretization
2006-03-03,06:26:27,incremental classifiers
2006-03-03,09:43:07,merging arff file
2006-03-03,10:04:45,merging arff file
2006-03-03,10:03:01,grid weka
2006-03-04,06:15:18,classification rules
2006-03-06,10:11:05,Export classifier results
2006-03-06,10:39:49,classification rules
2006-03-06,10:46:44,incremental classifiers
2006-03-06,11:18:43,CVParameterSelection
2006-03-06,11:32:11,grid weka
2006-03-03,13:17:00,merging arff file
2006-03-06,12:00:43,merging arff file
2006-03-06,12:29:05,How to find area under ROC curves with some confidence 	intervals
2006-03-06,13:36:15,merging arff file
2006-03-06,21:43:19,Is WEKA appropriate for data mining texts?
2006-03-06,01:27:19,How to find area under ROC curves with some 	confidence intervals
2006-03-06,10:44:06,weka parallel /weka grid
2006-03-06,12:28:21,adding an attribute
2006-03-07,08:41:49,adding an attribute
2006-03-06,10:41:54,Help need on EM and GMM
2006-03-07,09:30:24,Help need on EM and GMM
2006-03-06,12:40:02,Help need on EM and GMM
2006-03-06,14:50:13,Java related problems with RWeka
2006-03-06,13:10:29,Java Binding for OpenGL for modified Weka
2006-03-07,06:09:45,weka's CVS
2006-03-07,11:18:34,weka's CVS
2006-03-07,11:36:14,weka's CVS
2006-03-07,06:36:30,FW: Re: weka's CVS
2006-03-06,13:56:07,Will naive Bayes over-fit the data?
2006-03-06,23:51:37,applying your own classifiers
2006-03-06,23:55:39,applying your own classifiers
2006-03-07,00:00:07,applying your own classifiers
2006-03-07,14:41:06,New Text Datasets available
2006-03-07,13:30:24,Problem in prediction
2006-03-07,07:31:05,applying your own classifier
2006-03-07,07:41:26,applying a new classifier
2006-03-07,07:47:07,applying new classifier
2006-03-07,10:46:50,read data instances from STDIN
2006-03-07,11:32:24,grid weka
2006-03-07,09:25:04,EM algorithm problem (GMM modeling)
2006-03-07,09:26:17,EM algorithm problem (GMM modeling) graph1
2006-03-07,09:34:16,EM algorithm problem (GMM modeling) graph2
2006-03-07,13:28:10,Question about connecting to postgresql db on Debian
2006-03-08,08:43:02,Question about connecting to postgresql db on Debian
2006-03-08,09:12:56,Problem in prediction
2006-03-08,09:22:22,read data instances from STDIN
2006-03-07,21:34:22,how to evaluate a clustering method such as K-means 	method
2006-03-08,09:37:01,Help need on EM and GMM
2006-03-08,09:39:59,applying new classifier
2006-03-07,13:34:05,can't get ada boost to boost performance.
2006-03-07,13:48:23,Help need on EM and GMM
2006-03-08,12:12:55,Question about connecting to postgresql db on Debian
2006-03-08,12:15:47,Question about connecting to postgresql db on Debian
2006-03-07,18:20:05,Question about connecting to postgresql db on Debian
2006-03-08,12:23:02,Question about connecting to postgresql db on Debian
2006-03-07,18:29:51,Question about connecting to postgresql db on Debian
2006-03-08,12:49:09,Question about connecting to postgresql db on Debian
2006-03-07,19:01:27,Question about connecting to postgresql db on Debian
2006-03-08,13:05:37,Question about connecting to postgresql db on Debian
2006-03-07,19:09:29,Question about connecting to postgresql db on Debian
2006-03-07,19:12:17,Question about connecting to postgresql db on Debian
2006-03-08,13:13:08,Question about connecting to postgresql db on Debian
2006-03-07,19:13:07,Question about connecting to postgresql db on Debian
2006-03-08,13:34:37,Question about connecting to postgresql db on Debian
2006-03-07,19:36:48,Question about connecting to postgresql db on Debian
2006-03-08,13:58:40,Question about connecting to postgresql db on Debian
2006-03-07,20:05:59,Question about connecting to postgresql db on Debian
2006-03-08,14:12:35,Question about connecting to postgresql db on Debian
2006-03-07,20:23:19,Question about connecting to postgresql db on Debian
2006-03-07,21:09:11,Question about connecting to postgresql db on Debian
2006-03-08,07:46:21,how to evaluate a clustering method such as 	K-meansmethod
2006-03-08,13:59:50,read data instances from STDIN
2006-03-08,06:12:52,cluster instances
2006-03-08,14:44:12,cost-sensitive evaluation
2006-03-08,07:12:30,Help need on EM and GMM
2006-03-08,18:00:13,Attribute order
2006-03-09,08:49:06,cost-sensitive evaluation
2006-03-09,10:04:32,Congratulations WEKA ...
2006-03-08,14:44:12,Help need on EM and GMM
2006-03-08,22:49:21,"""-C"" in SMO"
2006-03-09,05:14:32,grid weka
2006-03-09,19:01:04,Attribute order
2006-03-09,08:18:47,Congratulations WEKA ...
2006-03-09,09:51:58,"Re: ""-C"" in SMO"
2006-03-09,11:01:40,Attribute order
2006-03-09,16:59:51,Multiple ROC's on a single graph
2006-03-09,12:39:11,Help need on EM and GMM
2006-03-10,12:37:11,normalise
2006-03-10,03:50:22,Apriori classification rule mining
2006-03-10,12:29:42,Error
2006-03-11,18:03:11,normalise
2006-03-11,18:54:33,Apriori classification rule mining
2006-03-11,08:35:09,Error in the new classifier
2006-03-12,00:46:55,Error in the new classifier
2006-03-11,11:39:40,list of meaningful ranges
2006-03-11,22:20:00,Apriori classification rule mining
2006-03-13,09:57:27,Multiple ROC's on a single graph
2006-03-13,14:05:13,How to build the test data set
2006-03-13,17:55:01,How to build the test data set
2006-03-13,04:01:18,WEKA - Standard Deviation
2006-03-13,04:03:09,Help - Weka
2006-03-13,05:31:53,Multiple ROC's on a single graph
2006-03-13,15:12:25,Question about connecting to postgresql db on Debian
2006-03-13,08:06:03,Apriori classification rule mining
2006-03-13,16:18:47,Apriori classification rule mining
2006-03-13,16:29:59,Using test set with supervised discretization
2006-03-13,16:59:40,Using test set with supervised discretization == SOLVED
2006-03-13,19:18:58,list of meaningful ranges
2006-03-14,08:54:48,Question about connecting to postgresql db on Debian
2006-03-13,15:29:30,Re: list of meaningful ranges
2006-03-13,21:38:58,kappa =- 1?
2006-03-13,12:41:45,Re: list of meaningful ranges
2006-03-13,17:51:30,(no subject)
2006-03-13,21:05:41,Re: list of meaningful ranges
2006-03-13,21:19:32,(no subject)
2006-03-14,09:02:11,Question about connecting to postgresql db on Debian
2006-03-14,09:25:14,PLEASE HELP ME WITH ANN PROBLEM
2006-03-14,09:47:08,PLEASE HELP ME WITH ANN PROBLEM
2006-03-14,09:07:02,Re: list of meaningful ranges
2006-03-14,17:30:47,[wekalist] experimenter and confusion matrix
2006-03-14,18:46:52,Re: list of meaningful ranges
2006-03-14,21:00:47,Comparison of Machine Learing and Expert (or Rule Based) 	Systems
2006-03-15,08:29:50,[wekalist] experimenter and confusion matrix
2006-03-14,19:47:42,Arabic problem
2006-03-14,23:10:22,Arabic problem
2006-03-15,17:15:48,Arabic problem
2006-03-15,16:38:49,training and testing with attribute selection
2006-03-14,21:42:03,Arabic problem continue..
2006-03-15,10:00:36,I'll be away from the office between 15/3/2006 and 	12/4/2006
2006-03-16,09:32:23,Arabic problem continue..
